Sr_No,Date_dd/mm/yyyy,Startup_Name,Industry_Vertical,SubVertical,Country,City_Location,Investors_Name,Investment_Type,Amount_in_USD,Currency,Remarks
1668,10/3/2021,MintVault,Edtech,LMS,Brazil,São Paulo,Y Combinator; PayPal Ventures,Growth,334181000,USD,Acquired
1669,24/04/2021,OrbitLabs,Healthtech,Biotech,UAE,Dubai,Falcon Edge,Seed,926114,USD,Exited - IPO
1670,20/09/2016,FluxWise,Edtech,LMS,USA,San Francisco,SOSV,Series C,277959000,USD,Product pivot
1671,22/04/2015,PulseByte,AI,Robotics,South Korea,Seoul,Matrix Partners; Angel: A. Kapoor,Series C,281558000,USD,Series delayed
1672,24/05/2020,VaultBytePulse,AI,Generative AI,Canada,Toronto,Elevation Capital,Series C,288065000,USD,Acquired
1673,23/08/2020,SeedGrid,E-commerce,D2C,Brazil,São Paulo,Khosla Ventures; Tiger Global,Pre-Seed,29341,USD,Partnership announced
1674,27/08/2016,LinkLumen,Fintech,Neobanking,South Africa,Johannesburg,Norwest; Chiratae,Seed,2277000,USD,Series delayed
1675,30/08/2022,EdgeSpark,Fintech,Lending,South Korea,Seoul,Elevation Capital,Series A,6567000,USD,Acquired
1676,8/10/2021,PulseOrbit,SaaS,DevTools,India,Bengaluru,Seedcamp,Series B,63806000,USD,Acquired by Strategic
1677,1/7/2025,CoreBridgePeak,CleanTech,Energy Storage,South Korea,Seoul,Benchmark,Venture Debt,47079000,USD,Down round
1678,9/10/2021,SparkPulse,AI,Robotics,India,Mumbai,Chiratae; IDG Capital,Seed,3010000,USD,Bankruptcy proceeding
1679,11/4/2023,WiseGrid,Healthtech,Health Analytics,Mexico,Mexico City,Accel; PayPal Ventures; Lightspeed,Growth,250352000,USD,Active
1680,31/07/2021,NovaSyncOrbit,Logistics,ColdChain,UAE,Dubai,Bessemer Venture Partners,Series B,56206000,USD,Bridge round
1681,2/9/2015,LinkLinkHarbor,Edtech,LMS,India,Bengaluru,500 Startups; SOSV,Growth,422427000,USD,Follow-on expected
1682,7/7/2020,WiseLink,Healthtech,Telemedicine,Japan,Tokyo,Bessemer Venture Partners; DST Global,Growth,369637000,USD,Active
1683,16/03/2019,LabsWise,Edtech,Test Prep,Germany,Berlin,Founders Fund,Seed,0,USD,Undisclosed amount
1684,25/01/2017,CoreCloudSpark,AgriTech,Supply Chain,Singapore,Singapore,Falcon Edge; Founders Fund; Angel: S. Gupta,Pre-Seed,28616,USD,Acquired
1685,24/09/2023,MintPeak,Logistics,LastMile,UK,London,Tiger Global; Norwest; Lightspeed,Series A,2648000,USD,Active
1686,5/7/2017,GridLink,E-commerce,D2C,India,Bengaluru,Benchmark,Seed,3949000,USD,Bankruptcy proceeding
1687,25/06/2023,CloudByte,CleanTech,WasteTech,India,Mumbai,Falcon Edge; Angel: L. Wang,Venture Debt,857648,USD,Follow-on expected
1688,9/10/2016,LinkLumen,AgriTech,Ag Marketplaces,Germany,Berlin,SoftBank Vision Fund; Andreessen Horowitz,Series B,39392000,USD,Acquired
1689,1/9/2015,WiseSeed,AgriTech,PrecisionAg,China,Beijing,Falcon Edge,Seed,500623,USD,Acquired by Strategic
1690,21/04/2017,SparkCloudForge,Gaming,Game Tools,Singapore,Singapore,Khosla Ventures,Series A,7577000,USD,Product pivot
1691,11/9/2019,SparkLoopWise,AI,Computer Vision,Japan,Tokyo,Bessemer Venture Partners; Khosla Ventures,Series B,77869000,USD,Active
1692,15/11/2015,FluxSync,Logistics,LastMile,Germany,Berlin,Blume Ventures,Series A,0,USD,Undisclosed amount
1693,10/12/2016,LinkSync,E-commerce,Marketplaces,South Africa,Johannesburg,Lightspeed,Seed,1416000,USD,Exited - IPO
1694,14/10/2018,MintSeed,Edtech,Test Prep,Netherlands,Amsterdam,SOSV,Angel,41131,USD,Partnership announced
1695,13/09/2023,PulseLink,SaaS,Analytics,South Africa,Johannesburg,Lightspeed; DST Global,Series A,11558000,USD,Bridge round
1696,21/04/2023,HarborSyncLabs,Biotech,Genomics,South Africa,Johannesburg,Accel; Matrix Partners,Series A,2243000,USD,Follow-on expected
1697,28/05/2019,ForgeForge,E-commerce,Vertical Commerce,UK,London,PayPal Ventures,Seed,4964000,USD,Bankruptcy proceeding
1698,19/06/2018,LoopCloudLink,Fintech,Payments,Israel,Tel Aviv,Tiger Global,Seed,4264000,USD,Acquired
1699,1/11/2018,LabsBridgeEdge,Biotech,Genomics,Mexico,Mexico City,Falcon Edge; Lightspeed,Series C,173990000,USD,Follow-on expected
1700,27/01/2018,MintEdge,Healthtech,MedDevices,Germany,Berlin,Andreessen Horowitz; Bessemer Venture Partners,Series A,9789000,USD,Partnership announced
1701,26/01/2024,NovaNova,Gaming,Cloud Gaming,Canada,Toronto,DST Global; Bessemer Venture Partners,Angel,84379,USD,Bankruptcy proceeding
1702,15/09/2015,SeedSync,Gaming,Game Tools,Netherlands,Amsterdam,Blume Ventures,Growth,165214000,USD,Exited - IPO
1703,31/08/2017,ByteOrbitGrid,AI,Computer Vision,Canada,Toronto,Elevation Capital,Seed,1271000,USD,Operational
1704,21/06/2016,ZenOrbit,CleanTech,Solar,Canada,Toronto,SOSV,Series A,6256000,USD,Series delayed
1705,1/6/2020,ByteWise,E-commerce,Vertical Commerce,Nigeria,Lagos,Accel; Khosla Ventures,Series C,126815000,USD,Operational
1706,26/01/2016,ForgeByte,AgriTech,Supply Chain,India,Bengaluru,Founders Fund,Venture Debt,11919000,USD,Follow-on expected
1707,11/1/2019,OrbitOrbitPulse,Logistics,FreightTech,South Korea,Seoul,IDG Capital,Seed,4460000,USD,Product pivot
1708,29/05/2020,PeakBridge,AI,Generative AI,UAE,Dubai,IDG Capital,Seed,1542000,USD,Follow-on expected
1709,1/10/2024,NovaLabs,SaaS,DevTools,France,Paris,Blume Ventures,Seed,3387000,USD,Series delayed
1710,9/8/2021,LinkHarbor,Gaming,Cloud Gaming,Singapore,Singapore,Founders Fund,Series C,190995000,USD,Active
1711,16/02/2015,ForgeSeed,Edtech,Upskilling,India,Mumbai,Falcon Edge,IPO,237238000,USD,Partnership announced
1712,4/8/2015,LoopWisePulse,Edtech,LMS,USA,San Francisco,PayPal Ventures,Seed,3443000,USD,Follow-on expected
1713,3/10/2017,PulseLumen,E-commerce,Marketplaces,India,Bengaluru,Tiger Global,Series B,20049000,USD,Bankruptcy proceeding
1714,16/09/2019,OrbitEdge,Edtech,Test Prep,Japan,Tokyo,Accel,Seed,1964000,USD,Operational
1715,21/11/2019,CoreFlux,Fintech,Insurtech,China,Beijing,SOSV; Bessemer Venture Partners; Sequoia Capital,Seed,1030000,USD,Down round
1716,5/1/2016,WisePeak,AI,Computer Vision,India,Bengaluru,Lightspeed,Series A,9659000,USD,Follow-on expected
1717,18/03/2022,CloudFluxSeed,Gaming,Mobile Games,India,Bengaluru,Bessemer Venture Partners,M&A,952399000,USD,Acquired
1718,1/1/2017,SparkPeak,SaaS,HRTech,China,Beijing,SOSV,Angel,160840,USD,Acquired by Strategic
1719,4/7/2015,WiseZen,CleanTech,WasteTech,USA,San Francisco,DST Global; Khosla Ventures,Series A,8994000,USD,Operational
1720,12/5/2018,LinkByteLink,AI,Computer Vision,Brazil,São Paulo,General Catalyst; DST Global; Falcon Edge,Series A,2663000,USD,Bridge round
1721,21/10/2019,PulseOrbit,CleanTech,EV Infrastructure,Canada,Toronto,Blume Ventures; SoftBank Vision Fund,Series C,71752000,USD,Acquired by Strategic
1722,11/6/2024,WiseLumen,CleanTech,Energy Storage,Singapore,Singapore,Matrix Partners; SOSV,Angel,0,USD,Undisclosed amount
1723,14/01/2015,MintSyncOrbit,CleanTech,Solar,India,Bengaluru,Accel,Series A,10933000,USD,Exited - IPO
1724,7/10/2021,ByteBridge,AI,Generative AI,Canada,Toronto,SoftBank Vision Fund; PayPal Ventures,Seed,3378000,USD,Down round
1725,17/04/2018,GridOrbit,Healthtech,Health Analytics,South Korea,Seoul,Elevation Capital; Bessemer Venture Partners,Pre-Seed,69058,USD,Series delayed
1726,19/10/2025,WiseCloud,SaaS,Analytics,USA,San Francisco,500 Startups,Series A,14589000,USD,Acquired by Strategic
1727,23/12/2015,LoopOrbitVault,Edtech,LMS,India,Mumbai,Khosla Ventures,Series A,4253000,USD,Bankruptcy proceeding
1728,2/10/2018,SeedGrid,Fintech,Neobanking,Japan,Tokyo,Y Combinator; Angel: S. Gupta,Series A,7601000,USD,Partnership announced
1729,22/07/2017,SyncGridCloud,Logistics,ColdChain,India,Bengaluru,Bessemer Venture Partners; Angel: A. Kapoor,Seed,2081000,USD,Acquired by Strategic
1730,16/11/2023,LumenEdge,SaaS,MarTech,India,Bengaluru,Accel; Norwest,Series A,16765000,USD,Follow-on expected
1731,25/08/2023,GridOrbitHarbor,Biotech,Bioinformatics,UAE,Dubai,Tiger Global,Venture Debt,43609000,USD,Series delayed
1732,17/04/2017,PeakLink,SaaS,DevTools,Mexico,Mexico City,Lightspeed,Series C,55067000,USD,Product pivot
1733,18/06/2024,HarborFluxBridge,AgriTech,FarmTech,China,Beijing,Elevation Capital; PayPal Ventures,Pre-Seed,46276,USD,Follow-on expected
1734,10/2/2021,PeakVault,Healthtech,Biotech,USA,San Francisco,Seedcamp,Seed,0,USD,Undisclosed amount
1735,15/10/2025,NovaSparkPulse,Biotech,Genomics,Singapore,Singapore,Blume Ventures,Growth,429384000,USD,Bankruptcy proceeding
1736,17/11/2022,PulseSync,Logistics,LastMile,South Africa,Johannesburg,Founders Fund,Series C,115759000,USD,Operational
1737,24/04/2017,SeedBridgeLumen,Fintech,Lending,Australia,Sydney,Khosla Ventures,Series B,33034000,USD,Partnership announced
1738,7/4/2016,LoopBridge,SaaS,HRTech,India,Mumbai,Elevation Capital; DST Global,IPO,699586000,USD,Bankruptcy proceeding
1739,15/02/2019,ForgeOrbit,CleanTech,Energy Storage,China,Beijing,Founders Fund; 500 Startups,Series B,18524000,USD,Follow-on expected
1740,12/10/2023,PeakVaultZen,E-commerce,D2C,Nigeria,Lagos,SoftBank Vision Fund; Sequoia Capital,Venture Debt,19152000,USD,Operational
1741,15/01/2018,SyncPeakLabs,Healthtech,Biotech,UAE,Dubai,Norwest,Series A,2187000,USD,Exited - IPO
1742,8/2/2025,OrbitZenMint,Logistics,LastMile,Germany,Berlin,Falcon Edge; SOSV,Angel,142433,USD,Active
1743,13/04/2017,OrbitHarbor,CleanTech,Energy Storage,Germany,Berlin,Khosla Ventures; Angel: A. Kapoor,Series A,0,USD,Undisclosed amount
1744,3/3/2021,HarborFlux,Gaming,Mobile Games,Japan,Tokyo,DST Global,Seed,1360000,USD,Bridge round
1745,1/9/2025,LinkHarborHarbor,AI,Computer Vision,India,Bengaluru,Falcon Edge,Series A,19326000,USD,Operational
1746,11/1/2025,LabsLink,Healthtech,Telemedicine,South Korea,Seoul,Chiratae; Y Combinator; SOSV,Series A,16193000,USD,Operational
1747,21/08/2015,LinkWisePulse,Edtech,K12,Nigeria,Lagos,SoftBank Vision Fund; DST Global,Pre-Seed,22494,USD,Partnership announced
1748,7/11/2020,SparkNovaZen,E-commerce,Vertical Commerce,Canada,Toronto,Blume Ventures; Elevation Capital,Seed,0,USD,Undisclosed amount
1749,12/7/2025,SyncGrid,E-commerce,D2C,Australia,Sydney,DST Global; Angel: A. Kapoor,Seed,3237000,USD,Exited - IPO
1750,13/01/2020,EdgeFlux,Edtech,Test Prep,South Africa,Johannesburg,Norwest,Series A,3973000,USD,Down round
1751,21/11/2015,LumenGridLoop,Edtech,Test Prep,USA,San Francisco,Bessemer Venture Partners; Benchmark,Angel,126552,USD,Bridge round
1752,15/01/2023,GridSparkSync,SaaS,Analytics,Canada,Toronto,Y Combinator,Growth,293815000,USD,Series delayed
1753,18/01/2024,ForgeForge,Biotech,Bioinformatics,Israel,Tel Aviv,Sequoia Capital,M&A,137551000,USD,Acquired by LogiX
1754,31/01/2017,OrbitCoreLink,AI,Robotics,South Africa,Johannesburg,Sequoia Capital,Series C,123512000,USD,Follow-on expected
1755,20/05/2021,WiseLinkPulse,AgriTech,Supply Chain,India,Bengaluru,500 Startups,Angel,218747,USD,Exited - IPO
1756,6/8/2018,VaultSparkCore,AgriTech,Supply Chain,South Africa,Johannesburg,SOSV; Founders Fund,Venture Debt,40980000,USD,Series delayed
1757,21/11/2020,ByteOrbit,CleanTech,WasteTech,Mexico,Mexico City,Y Combinator,Seed,3739000,USD,Bridge round
1758,31/05/2016,NovaNova,SaaS,HRTech,Netherlands,Amsterdam,DST Global; Tiger Global,Seed,4528000,USD,Active
1759,3/10/2015,VaultHarbor,E-commerce,Vertical Commerce,USA,San Francisco,Andreessen Horowitz; DST Global; SOSV,Series B,72601000,USD,Partnership announced
1760,12/6/2021,MintEdge,Fintech,Insurtech,South Africa,Johannesburg,Lightspeed,Seed,2621000,USD,Partnership announced
1761,29/04/2023,SeedEdgeFlux,CleanTech,Solar,USA,San Francisco,Chiratae; Norwest,Series B,68355000,USD,Active
1762,14/10/2019,ForgeLabs,Gaming,Esports,USA,San Francisco,SoftBank Vision Fund; Angel: L. Wang,Series A,9836000,USD,Bankruptcy proceeding
1763,24/02/2019,LumenEdge,Logistics,ColdChain,Israel,Tel Aviv,Founders Fund; Sequoia Capital; Elevation Capital,Venture Debt,38644000,USD,Active
1764,2/7/2025,WiseBridgeMint,Gaming,Game Tools,India,Mumbai,Bessemer Venture Partners,Series B,10373000,USD,Operational
1765,26/07/2018,ZenPeak,Gaming,Game Tools,India,Bengaluru,Y Combinator,Seed,2678000,USD,Down round
1766,25/11/2016,SparkLoop,AgriTech,Ag Marketplaces,China,Beijing,General Catalyst,Seed,534779,USD,Active
1767,18/10/2015,PulseOrbitSpark,Healthtech,MedDevices,USA,San Francisco,SOSV; Falcon Edge,Seed,2898000,USD,Down round
1768,19/03/2018,ForgeNovaCloud,Fintech,Neobanking,Australia,Sydney,Khosla Ventures; Benchmark,Series B,49450000,USD,Operational
1769,9/11/2015,ZenSparkHarbor,CleanTech,WasteTech,Israel,Tel Aviv,Accel; Seedcamp; General Catalyst,Series C,199229000,USD,Active
1770,2/1/2018,CorePulse,Logistics,FreightTech,UK,London,Blume Ventures; Founders Fund; Falcon Edge,Series A,0,USD,Undisclosed amount
1771,22/01/2024,MintGrid,Healthtech,Health Analytics,Brazil,São Paulo,Tiger Global,Pre-Seed,50392,USD,Bridge round
1772,12/1/2015,FluxNova,AgriTech,FarmTech,France,Paris,Sequoia Capital; Elevation Capital; General Catalyst,Seed,1081000,USD,Bankruptcy proceeding
1773,15/10/2017,SeedLumenEdge,Fintech,Insurtech,Netherlands,Amsterdam,Accel,Venture Debt,8367000,USD,Follow-on expected
1774,3/3/2019,LumenCorePeak,Logistics,LastMile,India,Bengaluru,SOSV; Sequoia Capital,Series A,15209000,USD,Bridge round
1775,16/10/2018,CoreFlux,Fintech,Lending,Nigeria,Lagos,Blume Ventures,Series A,7085000,USD,Product pivot
1776,13/10/2021,FluxCloud,AgriTech,Supply Chain,India,Bengaluru,Andreessen Horowitz; Lightspeed; Angel: R. Sharma,Series B,55976000,USD,Active
1777,24/06/2015,LinkBytePeak,Logistics,LastMile,South Korea,Seoul,DST Global; Founders Fund,Series A,18965000,USD,Product pivot
1778,20/08/2022,CoreCore,AgriTech,PrecisionAg,Nigeria,Lagos,Khosla Ventures; SoftBank Vision Fund; Angel: R. Sharma,Growth,461482000,USD,Acquired
1779,19/05/2022,LabsForge,Logistics,FreightTech,Nigeria,Lagos,Norwest,Seed,494647,USD,Partnership announced
1780,3/5/2020,CloudLoop,E-commerce,Logistics,Singapore,Singapore,General Catalyst,Seed,2730000,USD,Product pivot
1781,30/03/2018,VaultZen,CleanTech,Energy Storage,Nigeria,Lagos,Lightspeed; Tiger Global; 500 Startups,Series B,28467000,USD,Bankruptcy proceeding
1782,6/1/2017,MintSeed,SaaS,DevTools,South Korea,Seoul,Bessemer Venture Partners; Andreessen Horowitz,Growth,280875000,USD,Bankruptcy proceeding
1783,9/3/2015,LoopSpark,Fintech,Insurtech,India,Mumbai,Tiger Global; SOSV,M&A,0,USD,Undisclosed amount
1784,4/9/2017,NovaLoop,Biotech,Bioinformatics,USA,San Francisco,Sequoia Capital,Seed,534813,USD,Active
1785,30/07/2021,BridgeLabs,Logistics,LastMile,South Korea,Seoul,Falcon Edge; Y Combinator; Angel: R. Sharma,Seed,167228,USD,Follow-on expected
1786,10/8/2023,LoopBridge,SaaS,HRTech,Israel,Tel Aviv,PayPal Ventures; Blume Ventures,Angel,22218,USD,Operational
1787,26/06/2015,GridLoop,AI,NLP,Germany,Berlin,Sequoia Capital; DST Global; Seedcamp,Series A,8264000,USD,Operational
1788,17/10/2025,FluxSeedFlux,Gaming,Game Tools,Canada,Toronto,Khosla Ventures,Series C,103585000,USD,Exited - IPO
1789,25/11/2018,LoopOrbitPulse,Healthtech,Telemedicine,Nigeria,Lagos,Founders Fund,Pre-Seed,78539,USD,Bridge round
1790,20/05/2016,ForgeSpark,E-commerce,Vertical Commerce,China,Beijing,DST Global; Chiratae,M&A,169470000,USD,Acquired by HealthSys
1791,28/04/2018,HarborEdge,SaaS,Analytics,Germany,Berlin,Bessemer Venture Partners; Angel: A. Kapoor,Series C,104915000,USD,Acquired by Strategic
1792,16/09/2025,PeakNova,Biotech,Therapeutics,Israel,Tel Aviv,Matrix Partners; Angel: S. Gupta,Seed,627541,USD,Acquired
1793,8/12/2019,ByteLoopEdge,Gaming,Mobile Games,South Korea,Seoul,Sequoia Capital,Series A,5150000,USD,Follow-on expected
1794,18/12/2017,VaultLoopPulse,Healthtech,MedDevices,India,Mumbai,Benchmark; Angel: L. Wang,Series B,51284000,USD,Acquired
1795,24/11/2015,OrbitHarborBridge,AI,Generative AI,South Africa,Johannesburg,Falcon Edge,Pre-Seed,99723,USD,Series delayed
1796,8/3/2017,SeedForge,E-commerce,Logistics,South Africa,Johannesburg,Y Combinator,Seed,2869000,USD,Operational
1797,21/09/2017,SeedSparkSpark,Gaming,Cloud Gaming,China,Beijing,500 Startups; Angel: R. Sharma,Series A,2232000,USD,Product pivot
1798,7/11/2019,SyncPulse,E-commerce,D2C,India,Bengaluru,Blume Ventures; Angel: S. Gupta,Series C,83828000,USD,Down round
1799,13/06/2015,LumenEdge,Edtech,LMS,India,Bengaluru,Norwest,Series C,101544000,USD,Exited - IPO
1800,27/08/2017,SeedLinkSync,Edtech,LMS,Japan,Tokyo,500 Startups,Angel,107953,USD,Product pivot
1801,1/1/2015,WiseForge,AI,NLP,USA,San Francisco,Y Combinator,Seed,1630000,USD,Down round
1802,21/11/2020,ForgeNova,Edtech,Test Prep,Australia,Sydney,Tiger Global,Seed,2591000,USD,Partnership announced
1803,18/08/2018,BridgeSeed,AI,Computer Vision,Netherlands,Amsterdam,Norwest; Angel: L. Wang,Growth,390464000,USD,Bankruptcy proceeding
1804,25/09/2016,WiseHarbor,SaaS,MarTech,Germany,Berlin,Khosla Ventures; SoftBank Vision Fund,Pre-Seed,98928,USD,Product pivot
1805,21/02/2023,SeedByteCore,Edtech,LMS,Japan,Tokyo,Tiger Global,Series A,9326000,USD,Acquired by Strategic
1806,22/05/2015,ForgeMint,CleanTech,Energy Storage,Japan,Tokyo,SoftBank Vision Fund,Pre-Seed,78205,USD,Follow-on expected
1807,25/06/2016,CloudNova,E-commerce,D2C,Australia,Sydney,Seedcamp; Khosla Ventures,Seed,415357,USD,Partnership announced
1808,20/05/2025,WiseLink,Biotech,Bioinformatics,France,Paris,Andreessen Horowitz,Series A,16362000,USD,Active
1809,5/3/2023,FluxBridge,SaaS,Analytics,India,Bengaluru,Norwest; Benchmark,Series C,221572000,USD,Operational
1810,10/6/2021,SeedCloudForge,AgriTech,FarmTech,South Africa,Johannesburg,Falcon Edge; Seedcamp; Chiratae,Seed,4485000,USD,Acquired
1811,23/12/2023,PulseEdgeWise,Logistics,ColdChain,USA,San Francisco,Accel; Khosla Ventures,Series A,12569000,USD,Acquired by Strategic
1812,22/01/2023,BridgeSeedLumen,Edtech,Upskilling,India,Mumbai,Y Combinator; Andreessen Horowitz,M&A,277231000,USD,Acquired by GlobalCorp
1813,25/04/2023,LinkEdgePulse,E-commerce,Vertical Commerce,India,Mumbai,Blume Ventures; Chiratae,Seed,134257,USD,Bankruptcy proceeding
1814,26/08/2020,SparkZenOrbit,E-commerce,Logistics,Australia,Sydney,Seedcamp,Seed,1456000,USD,Series delayed
1815,4/7/2024,ZenCore,Edtech,Upskilling,Japan,Tokyo,Chiratae,Series A,0,USD,Undisclosed amount
1816,13/06/2021,LumenCloudCore,Healthtech,MedDevices,Canada,Toronto,500 Startups,Series A,14418000,USD,Active
1817,16/01/2015,GridEdgePulse,AI,Generative AI,Japan,Tokyo,Chiratae,Series B,61918000,USD,Acquired by Strategic
1818,10/2/2016,MintLoop,Fintech,Payments,South Africa,Johannesburg,Norwest,Venture Debt,28497000,USD,Exited - IPO
1819,6/12/2016,SparkWise,Gaming,Cloud Gaming,Canada,Toronto,PayPal Ventures; Matrix Partners; General Catalyst,Seed,0,USD,Undisclosed amount
1820,7/4/2018,ByteLoopZen,Fintech,Lending,Brazil,São Paulo,Bessemer Venture Partners; IDG Capital,Series A,19483000,USD,Acquired by Strategic
1821,8/8/2021,SparkFluxNova,E-commerce,Vertical Commerce,Germany,Berlin,Benchmark; Tiger Global,Seed,2253000,USD,Follow-on expected
1822,15/03/2024,ByteVault,SaaS,MarTech,Brazil,São Paulo,Accel; IDG Capital; SoftBank Vision Fund,Series A,19932000,USD,Acquired
1823,19/05/2017,HarborWiseByte,SaaS,Analytics,India,Bengaluru,Benchmark,Pre-Seed,0,USD,Undisclosed amount
1824,12/2/2018,ZenPulseCloud,AI,Computer Vision,Nigeria,Lagos,DST Global,Series B,39976000,USD,Partnership announced
1825,6/7/2016,MintEdge,AgriTech,FarmTech,UK,London,Falcon Edge,Growth,275352000,USD,Series delayed
1826,20/12/2018,SeedSpark,SaaS,DevTools,China,Beijing,Sequoia Capital,Series B,11769000,USD,Bridge round
1827,22/07/2021,LumenByteEdge,Fintech,Insurtech,UAE,Dubai,Chiratae; Angel: S. Gupta,Series B,39900000,USD,Partnership announced
1828,20/12/2018,ForgeEdgeMint,Fintech,Neobanking,Mexico,Mexico City,Sequoia Capital; SoftBank Vision Fund,Seed,1334000,USD,Series delayed
1829,8/12/2019,GridSparkFlux,Fintech,Lending,India,Bengaluru,Y Combinator,Growth,102445000,USD,Series delayed
1830,12/3/2025,OrbitVaultLink,AI,Robotics,Germany,Berlin,Bessemer Venture Partners,Series B,0,USD,Undisclosed amount
1831,6/2/2018,BridgeWise,Logistics,FleetMgmt,Mexico,Mexico City,Seedcamp; IDG Capital,Seed,4462000,USD,Follow-on expected
1832,25/12/2021,LinkGrid,SaaS,MarTech,South Korea,Seoul,Founders Fund,Pre-Seed,89256,USD,Acquired by Strategic
1833,14/01/2017,PulsePeakHarbor,E-commerce,D2C,Germany,Berlin,Accel,Growth,258077000,USD,Partnership announced
1834,26/03/2024,MintBridge,Healthtech,Telemedicine,Japan,Tokyo,Andreessen Horowitz,Series A,7019000,USD,Bridge round
1835,1/5/2022,LabsGrid,Logistics,LastMile,South Korea,Seoul,SOSV,IPO,555875000,USD,Bankruptcy proceeding
1836,19/07/2018,SeedLumen,AgriTech,PrecisionAg,Israel,Tel Aviv,Falcon Edge; Angel: L. Wang,Venture Debt,15801000,USD,Partnership announced
1837,20/09/2019,MintMint,Fintech,Insurtech,Japan,Tokyo,Benchmark; Angel: L. Wang,M&A,624763000,USD,Acquired by GlobalCorp
1838,5/8/2018,ForgeByte,Logistics,LastMile,Japan,Tokyo,Matrix Partners,Series C,278447000,USD,Series delayed
1839,11/8/2019,OrbitNova,AI,Generative AI,Singapore,Singapore,Founders Fund,Series A,9050000,USD,Follow-on expected
